user_id,number,frequency,est_i,estimation
52933167,eleven,5,1,30
52933167,eight,4,2,60
52933167,five,6,1,70
52933167,nine,2,1,80
52933167,one,1,1,60
52933167,three,11,1,60
52933167,six,9,1,60
52933167,four,13,2,70
52933167,twelve,8,1,70
86072523,one,5,1,20
86072523,four,12,1,36
86072523,two,2,1,70
86072523,six,9,1,40
86072523,ten,13,2,20
86072523,nine,11,1,28
86072523,twelve,4,2,60
86072523,thirteen,6,1,36
86072523,five,7,2,15
86072523,seven,1,1,21
86072523,eight,10,2,15
86072523,three,3,1,9
86072523,eleven,8,1,10
54049972,eight,12,1,42
54049972,seven,13,2,30
54049972,five,6,1,45
54049972,ten,8,1,42
54049972,two,9,1,48
54049972,thirteen,1,1,37
54049972,nine,5,1,31
54049972,six,10,2,45
54049972,four,2,1,52
54049972,one,4,2,52
54049972,twelve,11,1,37
54049972,three,3,1,43
54049972,eleven,7,2,34
92305908,ten,10,2,50
92305908,thirteen,4,2,80
92305908,four,1,1,35
92305908,six,6,1,60
92305908,eight,2,1,85
92305908,eleven,9,1,50
92305908,twelve,13,2,40
92305908,one,12,1,30
92305908,seven,7,2,80
92305908,three,11,1,35
92305908,two,5,1,58
92305908,five,8,1,55
92305908,nine,3,1,50
72921709,eleven,4,2,70
72921709,six,10,2,40
72921709,eight,13,2,60
72921709,four,1,1,70
72921709,thirteen,2,1,88
72921709,ten,12,1,25
72921709,three,11,1,58
72921709,five,5,1,30
72921709,twelve,8,1,17
72921709,one,9,1,71
72921709,nine,6,1,32
72921709,seven,3,1,19
72921709,two,7,2,34
72740033,five,8,1,20
72740033,nine,1,1,30
72740033,seven,9,1,40
72740033,two,2,1,60
72740033,twelve,3,1,30
72740033,eleven,7,2,50
72740033,ten,11,1,40
72740033,one,5,1,30
72740033,six,6,1,50
72740033,four,12,1,50
72740033,thirteen,4,2,70
72740033,eight,10,2,50
72740033,three,13,2,40
07647652,twelve,10,2,69
07647652,eleven,7,2,71
07647652,one,2,1,37
07647652,ten,11,1,60
07647652,eight,4,2,61
07647652,two,13,2,22
07647652,nine,3,1,58
07647652,three,12,1,68
07647652,six,8,1,78
07647652,four,9,1,34
07647652,five,6,1,68
07647652,thirteen,1,1,30
07647652,seven,5,1,58
45544782,seven,2,1,70
45544782,nine,1,1,50
45544782,three,9,1,50
45544782,five,5,1,27
45544782,two,10,2,50
45544782,one,11,1,50
45544782,six,6,1,62
45544782,thirteen,8,1,50
45544782,eight,7,2,36
45544782,twelve,3,1,37
45544782,eleven,12,1,50
45544782,ten,13,2,50
45544782,four,4,2,64
15916291,nine,13,2,55
15916291,thirteen,11,1,50
15916291,one,2,1,90
15916291,seven,12,1,50
15916291,eleven,10,2,45
15916291,ten,5,1,20
15916291,four,6,1,40
15916291,five,7,2,35
15916291,six,1,1,50
15916291,eight,8,1,65
15916291,twelve,9,1,45
15916291,three,3,1,30
15916291,two,4,2,75
09723425,three,11,1,25
09723425,ten,4,2,60
09723425,seven,5,1,30
09723425,eleven,12,1,35
09723425,nine,10,2,25
09723425,twelve,6,1,40
09723425,one,3,1,18
09723425,thirteen,7,2,18
09723425,two,8,1,11
09723425,eight,2,1,50
09723425,five,9,1,46
09723425,four,1,1,61
09723425,six,13,2,70
77150096,three,5,1,82
77150096,nine,13,2,42
77150096,four,2,1,80
77150096,twelve,4,2,80
77150096,five,6,1,64
77150096,eleven,3,1,42
77150096,eight,8,1,77
77150096,two,1,1,35
77150096,thirteen,10,2,69
77150096,ten,11,1,38
77150096,one,12,1,37
77150096,six,7,2,46
77150096,seven,9,1,73
79110483,two,7,2,60
79110483,thirteen,10,2,20
79110483,twelve,1,1,35
79110483,five,3,1,25
79110483,one,4,2,60
79110483,six,9,1,30
79110483,eight,6,1,60
79110483,three,5,1,25
79110483,four,12,1,35
79110483,ten,11,1,40
79110483,eleven,13,2,50
79110483,seven,8,1,15
79110483,nine,2,1,60
96405847,three,7,2,50
96405847,thirteen,1,1,60
96405847,eleven,13,2,50
96405847,two,10,2,70
96405847,five,2,1,80
96405847,one,8,1,30
96405847,four,12,1,60
96405847,eight,6,1,60
96405847,seven,4,2,90
96405847,six,3,1,30
96405847,nine,5,1,30
96405847,twelve,11,1,40
96405847,ten,9,1,50
58844666,twelve,5,1,3
58844666,seven,12,1,2
58844666,three,9,1,7
58844666,two,8,1,2
58844666,thirteen,7,2,2
58844666,ten,2,1,60
58844666,eleven,4,2,8
58844666,eight,6,1,6
58844666,nine,3,1,3
58844666,four,11,1,20
58844666,five,1,1,5
58844666,six,10,2,2
58844666,one,13,2,5
81414283,six,8,1,8
81414283,twelve,1,1,30
81414283,seven,10,2,25
81414283,nine,13,2,60
81414283,thirteen,9,1,45
81414283,two,12,1,25
81414283,eleven,11,1,5
81414283,ten,6,1,30
81414283,three,2,1,70
81414283,four,5,1,15
81414283,eight,4,2,45
81414283,five,3,1,15
81414283,one,7,2,30
01035064,ten,5,1,34
01035064,nine,9,1,45
01035064,eleven,12,1,65
01035064,twelve,11,1,20
01035064,three,13,2,40
01035064,thirteen,10,2,55
01035064,two,8,1,25
01035064,eight,4,2,75
01035064,four,3,1,20
01035064,five,2,1,80
01035064,six,1,1,18
01035064,one,7,2,20
01035064,seven,6,1,40
23810464,two,4,2,70
23810464,three,12,1,50
23810464,twelve,1,1,45
23810464,nine,3,1,25
23810464,six,7,2,20
23810464,one,5,1,10
23810464,four,13,2,25
23810464,thirteen,2,1,60
23810464,five,11,1,15
23810464,eleven,6,1,35
23810464,ten,8,1,11
23810464,eight,10,2,32
23810464,seven,9,1,24
24062048,ten,1,1,50
24062048,twelve,7,2,60
24062048,three,11,1,75
24062048,eleven,12,1,55
24062048,thirteen,13,2,35
24062048,six,9,1,40
24062048,eight,2,1,70
24062048,one,10,2,45
24062048,five,6,1,25
24062048,four,4,2,70
24062048,seven,3,1,40
24062048,nine,5,1,50
24062048,two,8,1,25
54670206,four,8,1,38
54670206,seven,4,2,55
54670206,six,1,1,70
54670206,eleven,13,2,49
54670206,thirteen,5,1,34
54670206,five,10,2,53
54670206,three,6,1,65
54670206,two,12,1,56
54670206,ten,3,1,32
54670206,one,9,1,50
54670206,twelve,7,2,34
54670206,nine,11,1,76
54670206,eight,2,1,63
94547985,two,4,2,70
94547985,three,12,1,60
94547985,one,1,1,50
94547985,seven,2,1,75
94547985,thirteen,6,1,40
94547985,eight,7,2,40
94547985,twelve,5,1,20
94547985,four,13,2,35
94547985,nine,9,1,30
94547985,ten,10,2,40
94547985,six,8,1,15
94547985,eleven,3,1,10
94547985,five,11,1,15
88818759,six,8,1,10
88818759,four,11,1,40
88818759,five,4,2,65
88818759,twelve,6,1,55
88818759,nine,10,2,45
88818759,three,12,1,20
88818759,eleven,5,1,5
88818759,one,1,1,30
88818759,two,2,1,65
88818759,thirteen,7,2,40
88818759,seven,3,1,5
88818759,eight,9,1,40
88818759,ten,13,2,15
74291743,nine,4,2,70
74291743,twelve,5,1,15
74291743,four,8,1,10
74291743,one,9,1,25
74291743,ten,3,1,30
74291743,six,10,2,40
74291743,three,13,2,30
74291743,two,11,1,28
74291743,thirteen,7,2,25
74291743,seven,6,1,55
74291743,five,2,1,70
74291743,eleven,12,1,33
74291743,eight,1,1,23
93091501,nine,2,1,65
93091501,one,10,2,40
93091501,two,6,1,70
93091501,thirteen,1,1,25
93091501,eleven,4,2,55
93091501,seven,13,2,28
93091501,three,7,2,44
93091501,six,8,1,35
93091501,four,9,1,55
93091501,twelve,3,1,30
93091501,five,5,1,25
93091501,ten,12,1,35
93091501,eight,11,1,70
25121499,four,7,2,68
25121499,nine,4,2,57
25121499,twelve,5,1,10
25121499,one,8,1,3
25121499,seven,12,1,7
25121499,thirteen,10,2,1
25121499,three,11,1,15
25121499,six,9,1,33
25121499,ten,6,1,20
25121499,five,13,2,61
25121499,eleven,3,1,10
25121499,two,2,1,72
25121499,eight,1,1,45
38673343,two,11,1,20
38673343,ten,2,1,80
38673343,nine,5,1,15
38673343,three,7,2,30
38673343,thirteen,3,1,25
38673343,five,1,1,65
38673343,six,13,2,60
38673343,twelve,10,2,15
38673343,eight,4,2,75
38673343,four,6,1,60
38673343,seven,9,1,50
38673343,eleven,8,1,10
38673343,one,12,1,65
43334935,three,13,2,62
43334935,seven,9,1,81
43334935,two,10,2,20
43334935,eleven,4,2,68
43334935,four,6,1,31
43334935,ten,11,1,53
43334935,thirteen,5,1,14
43334935,nine,1,1,14
43334935,one,2,1,71
43334935,twelve,12,1,41
43334935,six,3,1,45
43334935,five,7,2,59
43334935,eight,8,1,35
