user_id,start_time,end_time,user_agent
87655602,2023/2/12 19:4:59,2023/2/12 19:8:29,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36"
