user_id,number,frequency,est_i,estimation
87655602,nine,2,0,49
87655602,five,10,0,50
87655602,eight,5,0,50
87655602,four,11,0,50
87655602,eleven,7,0,50
87655602,six,1,0,50
87655602,seven,9,0,50
87655602,ten,6,0,50
87655602,one,3,0,50
87655602,two,4,0,50
87655602,three,8,0,50
