user_id,animal,frequency,est_i,estimation
95322125,mouse,1,0,60
95322125,mouse,1,1,50
95322125,mouse,1,2,22
95322125,mouse,1,3,76
95322125,mouse,1,4,50
95322125,mouse,1,5,100
95322125,pigeon,2,0,70
95322125,pigeon,2,1,71
95322125,pigeon,2,2,80
95322125,pigeon,2,3,77
95322125,pigeon,2,4,90
95322125,pigeon,2,5,31
65996249,rabbit,2,0,30
65996249,rabbit,2,1,25
65996249,rabbit,2,2,40
65996249,rabbit,2,3,70
65996249,rabbit,2,4,45
65996249,rabbit,2,5,75
65996249,pigeon,3,0,15
65996249,pigeon,3,1,20
65996249,pigeon,3,2,55
65996249,pigeon,3,3,80
65996249,pigeon,3,4,55
65996249,pigeon,3,5,50
65996249,mouse,1,0,70
65996249,mouse,1,1,50
65996249,mouse,1,2,55
65996249,mouse,1,3,65
65996249,mouse,1,4,100
65996249,mouse,1,5,95
58998557,pigeon,1,0,70
58998557,pigeon,1,1,75
58998557,pigeon,1,2,60
58998557,pigeon,1,3,55
58998557,pigeon,1,4,60
58998557,pigeon,1,5,55
58998557,rabbit,2,0,30
58998557,rabbit,2,1,70
58998557,rabbit,2,2,50
58998557,rabbit,2,3,55
58998557,rabbit,2,4,35
58998557,rabbit,2,5,50
58998557,mouse,3,0,0
58998557,mouse,3,1,60
58998557,mouse,3,2,50
58998557,mouse,3,3,10
58998557,mouse,3,4,0
58998557,mouse,3,5,30
04944739,pigeon,3,0,69
04944739,pigeon,3,1,71
04944739,pigeon,3,2,38
04944739,pigeon,3,3,63
04944739,pigeon,3,4,61
04944739,pigeon,3,5,60
04944739,rabbit,1,0,67
04944739,rabbit,1,1,57
04944739,rabbit,1,2,39
04944739,rabbit,1,3,62
04944739,rabbit,1,4,24
04944739,rabbit,1,5,64
04944739,mouse,2,0,60
04944739,mouse,2,1,34
04944739,mouse,2,2,55
04944739,mouse,2,3,68
04944739,mouse,2,4,66
04944739,mouse,2,5,75
89232435,mouse,2,0,28
89232435,mouse,2,1,25
89232435,mouse,2,2,25
89232435,mouse,2,3,30
89232435,mouse,2,4,28
89232435,mouse,2,5,25
89232435,pigeon,3,0,25
89232435,pigeon,3,1,20
89232435,pigeon,3,2,20
89232435,pigeon,3,3,25
89232435,pigeon,3,4,20
89232435,pigeon,3,5,20
89232435,rabbit,1,0,25
89232435,rabbit,1,1,27
89232435,rabbit,1,2,30
89232435,rabbit,1,3,30
89232435,rabbit,1,4,33
89232435,rabbit,1,5,30
59879224,rabbit,2,0,10
59879224,rabbit,2,1,15
59879224,rabbit,2,2,55
59879224,rabbit,2,3,45
59879224,rabbit,2,4,60
59879224,rabbit,2,5,60
59879224,mouse,3,0,10
59879224,mouse,3,1,5
59879224,mouse,3,2,20
59879224,mouse,3,3,30
59879224,mouse,3,4,25
59879224,mouse,3,5,10
59879224,pigeon,1,0,40
59879224,pigeon,1,1,100
59879224,pigeon,1,2,70
59879224,pigeon,1,3,80
59879224,pigeon,1,4,90
59879224,pigeon,1,5,85
17681394,mouse,1,0,100
17681394,mouse,1,1,100
17681394,mouse,1,2,100
17681394,mouse,1,3,100
17681394,mouse,1,4,100
17681394,mouse,1,5,100
17681394,rabbit,2,0,72
17681394,rabbit,2,1,84
17681394,rabbit,2,2,83
17681394,rabbit,2,3,90
17681394,rabbit,2,4,90
17681394,rabbit,2,5,91
17681394,pigeon,3,0,86
17681394,pigeon,3,1,99
17681394,pigeon,3,2,91
17681394,pigeon,3,3,93
17681394,pigeon,3,4,94
17681394,pigeon,3,5,90
58055360,rabbit,2,0,60
58055360,rabbit,2,1,36
58055360,rabbit,2,2,44
58055360,rabbit,2,3,35
58055360,rabbit,2,4,45
58055360,rabbit,2,5,68
58055360,pigeon,1,0,58
58055360,pigeon,1,1,93
58055360,pigeon,1,2,66
58055360,pigeon,1,3,55
58055360,pigeon,1,4,60
58055360,pigeon,1,5,85
58055360,mouse,3,0,87
58055360,mouse,3,1,58
58055360,mouse,3,2,25
58055360,mouse,3,3,44
58055360,mouse,3,4,59
58055360,mouse,3,5,65
76995158,pigeon,3,0,73
76995158,pigeon,3,1,66
76995158,pigeon,3,2,62
76995158,pigeon,3,3,71
76995158,pigeon,3,4,58
76995158,pigeon,3,5,63
76995158,mouse,2,0,65
76995158,mouse,2,1,57
76995158,mouse,2,2,70
76995158,mouse,2,3,65
76995158,mouse,2,4,62
76995158,mouse,2,5,56
76995158,rabbit,1,0,78
76995158,rabbit,1,1,68
76995158,rabbit,1,2,73
76995158,rabbit,1,3,87
76995158,rabbit,1,4,70
76995158,rabbit,1,5,67
72619556,pigeon,3,0,36
72619556,pigeon,3,1,43
72619556,pigeon,3,2,47
72619556,pigeon,3,3,57
72619556,pigeon,3,4,65
72619556,pigeon,3,5,62
72619556,mouse,2,0,44
72619556,mouse,2,1,45
72619556,mouse,2,2,49
72619556,mouse,2,3,55
72619556,mouse,2,4,44
72619556,mouse,2,5,56
72619556,rabbit,1,0,56
72619556,rabbit,1,1,49
72619556,rabbit,1,2,64
72619556,rabbit,1,3,49
72619556,rabbit,1,4,72
72619556,rabbit,1,5,63
76476859,mouse,3,0,98
76476859,mouse,3,1,90
76476859,mouse,3,2,90
76476859,mouse,3,3,60
76476859,mouse,3,4,75
76476859,mouse,3,5,70
76476859,rabbit,2,0,60
76476859,rabbit,2,1,65
76476859,rabbit,2,2,40
76476859,rabbit,2,3,45
76476859,rabbit,2,4,85
76476859,rabbit,2,5,75
76476859,pigeon,1,0,67
76476859,pigeon,1,1,60
76476859,pigeon,1,2,35
76476859,pigeon,1,3,60
76476859,pigeon,1,4,55
76476859,pigeon,1,5,70
29220460,rabbit,3,0,24
29220460,rabbit,3,1,52
29220460,rabbit,3,2,52
29220460,rabbit,3,3,76
29220460,rabbit,3,4,63
29220460,rabbit,3,5,80
29220460,pigeon,1,0,29
29220460,pigeon,1,1,27
29220460,pigeon,1,2,46
29220460,pigeon,1,3,23
29220460,pigeon,1,4,42
29220460,pigeon,1,5,37
29220460,mouse,2,0,37
29220460,mouse,2,1,90
29220460,mouse,2,2,88
29220460,mouse,2,3,29
29220460,mouse,2,4,6
29220460,mouse,2,5,45
99696002,rabbit,2,0,71
99696002,rabbit,2,1,96
99696002,rabbit,2,2,63
99696002,rabbit,2,3,52
99696002,rabbit,2,4,93
99696002,rabbit,2,5,96
99696002,pigeon,1,0,96
99696002,pigeon,1,1,100
99696002,pigeon,1,2,75
99696002,pigeon,1,3,93
99696002,pigeon,1,4,74
99696002,pigeon,1,5,85
99696002,mouse,3,0,92
99696002,mouse,3,1,87
99696002,mouse,3,2,59
99696002,mouse,3,3,84
99696002,mouse,3,4,91
99696002,mouse,3,5,96
60502412,mouse,1,0,80
60502412,mouse,1,1,88
60502412,mouse,1,2,78
60502412,mouse,1,3,69
60502412,mouse,1,4,66
60502412,mouse,1,5,67
60502412,rabbit,2,0,52
60502412,rabbit,2,1,40
60502412,rabbit,2,2,62
60502412,rabbit,2,3,58
60502412,rabbit,2,4,68
60502412,rabbit,2,5,58
60502412,pigeon,3,0,38
60502412,pigeon,3,1,30
60502412,pigeon,3,2,22
60502412,pigeon,3,3,10
60502412,pigeon,3,4,5
60502412,pigeon,3,5,2
60502412,mouse,1,0,80
60502412,mouse,1,1,88
60502412,mouse,1,2,78
60502412,mouse,1,3,69
60502412,mouse,1,4,66
60502412,mouse,1,5,67
60502412,rabbit,2,0,52
60502412,rabbit,2,1,40
60502412,rabbit,2,2,62
60502412,rabbit,2,3,58
60502412,rabbit,2,4,68
60502412,rabbit,2,5,58
60502412,pigeon,3,0,38
60502412,pigeon,3,1,30
60502412,pigeon,3,2,22
60502412,pigeon,3,3,10
60502412,pigeon,3,4,5
60502412,pigeon,3,5,2
60502412,pigeon,3,0,20
69413975,rabbit,3,0,100
69413975,rabbit,3,1,80
69413975,rabbit,3,2,80
69413975,rabbit,3,3,85
69413975,rabbit,3,4,80
69413975,rabbit,3,5,85
69413975,pigeon,1,0,50
69413975,pigeon,1,1,55
69413975,pigeon,1,2,55
69413975,pigeon,1,3,65
69413975,pigeon,1,4,70
69413975,pigeon,1,5,68
69413975,mouse,2,0,50
69413975,mouse,2,1,50
69413975,mouse,2,2,70
69413975,mouse,2,3,75
69413975,mouse,2,4,70
69413975,mouse,2,5,75
66554732,pigeon,3,0,75
66554732,pigeon,3,1,90
66554732,pigeon,3,2,90
66554732,pigeon,3,3,0
66554732,pigeon,3,4,0
66554732,pigeon,3,5,0
66554732,mouse,2,0,75
66554732,mouse,2,1,85
66554732,mouse,2,2,73
66554732,mouse,2,3,76
66554732,mouse,2,4,85
66554732,mouse,2,5,75
66554732,rabbit,1,0,25
66554732,rabbit,1,1,50
66554732,rabbit,1,2,50
66554732,rabbit,1,3,75
66554732,rabbit,1,4,80
66554732,rabbit,1,5,80
99955220,pigeon,1,0,45
99955220,pigeon,1,1,60
99955220,pigeon,1,2,70
99955220,pigeon,1,3,68
99955220,pigeon,1,4,68
99955220,pigeon,1,5,67
99955220,mouse,2,0,40
99955220,mouse,2,1,42
99955220,mouse,2,2,46
99955220,mouse,2,3,45
99955220,mouse,2,4,40
99955220,mouse,2,5,40
99955220,rabbit,3,0,20
99955220,rabbit,3,1,15
99955220,rabbit,3,2,18
99955220,rabbit,3,3,18
99955220,rabbit,3,4,20
99955220,rabbit,3,5,19
49570129,rabbit,2,0,18
49570129,rabbit,2,1,60
49570129,rabbit,2,2,39
49570129,rabbit,2,3,46
49570129,rabbit,2,4,59
49570129,rabbit,2,5,55
49570129,mouse,3,0,45
49570129,mouse,3,1,47
49570129,mouse,3,2,55
49570129,mouse,3,3,42
49570129,mouse,3,4,23
49570129,mouse,3,5,20
49570129,pigeon,1,0,45
49570129,pigeon,1,1,54
49570129,pigeon,1,2,62
49570129,pigeon,1,3,48
49570129,pigeon,1,4,51
49570129,pigeon,1,5,49
23292997,rabbit,2,0,75
23292997,rabbit,2,1,65
23292997,rabbit,2,2,80
23292997,rabbit,2,3,60
23292997,rabbit,2,4,70
23292997,rabbit,2,5,85
23292997,mouse,3,0,70
23292997,mouse,3,1,85
23292997,mouse,3,2,80
23292997,mouse,3,3,70
23292997,mouse,3,4,85
23292997,mouse,3,5,90
23292997,pigeon,1,0,100
23292997,pigeon,1,1,94
23292997,pigeon,1,2,75
23292997,pigeon,1,3,70
23292997,pigeon,1,4,55
23292997,pigeon,1,5,65
65513504,mouse,2,0,20
65513504,mouse,2,1,95
65513504,mouse,2,2,86
65513504,mouse,2,3,90
65513504,mouse,2,4,75
65513504,mouse,2,5,56
65513504,rabbit,1,0,100
65513504,rabbit,1,1,94
65513504,rabbit,1,2,11
65513504,rabbit,1,3,57
65513504,rabbit,1,4,62
65513504,rabbit,1,5,82
65513504,pigeon,3,0,44
65513504,pigeon,3,1,11
65513504,pigeon,3,2,1
65513504,pigeon,3,3,13
65513504,pigeon,3,4,20
65513504,pigeon,3,5,26
60839828,pigeon,1,0,65
60839828,pigeon,1,1,28
60839828,pigeon,1,2,54
60839828,pigeon,1,3,67
60839828,pigeon,1,4,87
60839828,pigeon,1,5,100
60839828,rabbit,3,0,51
60839828,rabbit,3,1,81
60839828,rabbit,3,2,43
60839828,rabbit,3,3,64
60839828,rabbit,3,4,39
60839828,rabbit,3,5,59
60839828,mouse,2,0,92
60839828,mouse,2,1,54
60839828,mouse,2,2,40
60839828,mouse,2,3,70
60839828,mouse,2,4,49
60839828,mouse,2,5,42
13458275,rabbit,1,0,50
13458275,rabbit,1,1,58
13458275,rabbit,1,2,70
13458275,rabbit,1,3,67
13458275,rabbit,1,4,68
13458275,rabbit,1,5,66
13458275,pigeon,3,0,10
13458275,pigeon,3,1,9
13458275,pigeon,3,2,11
13458275,pigeon,3,3,10
13458275,pigeon,3,4,7
13458275,pigeon,3,5,7
13458275,mouse,2,0,20
13458275,mouse,2,1,20
13458275,mouse,2,2,19
13458275,mouse,2,3,15
13458275,mouse,2,4,15
13458275,mouse,2,5,16
60839828,pigeon,1,0,65
60839828,pigeon,1,1,28
60839828,pigeon,1,2,54
60839828,pigeon,1,3,67
60839828,pigeon,1,4,87
60839828,pigeon,1,5,100
60839828,rabbit,3,0,51
60839828,rabbit,3,1,81
60839828,rabbit,3,2,43
60839828,rabbit,3,3,64
60839828,rabbit,3,4,39
60839828,rabbit,3,5,59
60839828,mouse,2,0,92
60839828,mouse,2,1,54
60839828,mouse,2,2,40
60839828,mouse,2,3,70
60839828,mouse,2,4,49
60839828,mouse,2,5,42
60839828,mouse,2,0,45
22132688,rabbit,2,0,80
22132688,rabbit,2,1,50
22132688,rabbit,2,2,30
22132688,rabbit,2,3,80
22132688,rabbit,2,4,90
22132688,rabbit,2,5,85
22132688,mouse,3,0,55
22132688,mouse,3,1,50
22132688,mouse,3,2,40
22132688,mouse,3,3,70
22132688,mouse,3,4,70
22132688,mouse,3,5,80
22132688,pigeon,1,0,25
22132688,pigeon,1,1,55
22132688,pigeon,1,2,70
22132688,pigeon,1,3,70
22132688,pigeon,1,4,40
22132688,pigeon,1,5,75
81978906,rabbit,2,0,30
81978906,rabbit,2,1,85
81978906,rabbit,2,2,42
81978906,rabbit,2,3,20
81978906,rabbit,2,4,88
81978906,rabbit,2,5,55
81978906,mouse,1,0,90
81978906,mouse,1,1,55
81978906,mouse,1,2,88
81978906,mouse,1,3,82
81978906,mouse,1,4,95
81978906,mouse,1,5,60
81978906,pigeon,3,0,46
81978906,pigeon,3,1,52
81978906,pigeon,3,2,38
81978906,pigeon,3,3,52
81978906,pigeon,3,4,42
81978906,pigeon,3,5,45
22132688,rabbit,2,0,80
22132688,rabbit,2,1,50
22132688,rabbit,2,2,30
22132688,rabbit,2,3,80
22132688,rabbit,2,4,90
22132688,rabbit,2,5,85
22132688,mouse,3,0,55
22132688,mouse,3,1,50
22132688,mouse,3,2,40
22132688,mouse,3,3,70
22132688,mouse,3,4,70
22132688,mouse,3,5,80
22132688,pigeon,1,0,25
22132688,pigeon,1,1,55
22132688,pigeon,1,2,70
22132688,pigeon,1,3,70
22132688,pigeon,1,4,40
22132688,pigeon,1,5,75
22132688,pigeon,1,0,75
13458275,rabbit,1,0,50
13458275,rabbit,1,1,58
13458275,rabbit,1,2,70
13458275,rabbit,1,3,67
13458275,rabbit,1,4,68
13458275,rabbit,1,5,66
13458275,pigeon,3,0,10
13458275,pigeon,3,1,9
13458275,pigeon,3,2,11
13458275,pigeon,3,3,10
13458275,pigeon,3,4,7
13458275,pigeon,3,5,7
13458275,mouse,2,0,20
13458275,mouse,2,1,20
13458275,mouse,2,2,19
13458275,mouse,2,3,15
13458275,mouse,2,4,15
13458275,mouse,2,5,16
13458275,mouse,2,0,16
02044649,pigeon,1,0,24
02044649,pigeon,1,1,93
02044649,pigeon,1,2,50
02044649,pigeon,1,3,40
02044649,pigeon,1,4,80
02044649,pigeon,1,5,100
02044649,rabbit,2,0,100
02044649,rabbit,2,1,91
02044649,rabbit,2,2,38
02044649,rabbit,2,3,53
02044649,rabbit,2,4,50
02044649,rabbit,2,5,56
02044649,mouse,3,0,55
02044649,mouse,3,1,59
02044649,mouse,3,2,0
02044649,mouse,3,3,78
02044649,mouse,3,4,100
02044649,mouse,3,5,50
44427528,mouse,2,0,30
44427528,mouse,2,1,40
44427528,mouse,2,2,45
44427528,mouse,2,3,45
44427528,mouse,2,4,60
44427528,mouse,2,5,60
44427528,pigeon,3,0,30
44427528,pigeon,3,1,40
44427528,pigeon,3,2,40
44427528,pigeon,3,3,40
44427528,pigeon,3,4,40
44427528,pigeon,3,5,40
44427528,rabbit,1,0,70
44427528,rabbit,1,1,65
44427528,rabbit,1,2,50
44427528,rabbit,1,3,70
44427528,rabbit,1,4,60
44427528,rabbit,1,5,65
06690435,rabbit,1,0,61
06690435,rabbit,1,1,35
06690435,rabbit,1,2,72
06690435,rabbit,1,3,66
06690435,rabbit,1,4,56
06690435,rabbit,1,5,71
06690435,pigeon,2,0,50
06690435,pigeon,2,1,70
06690435,pigeon,2,2,39
06690435,pigeon,2,3,79
06690435,pigeon,2,4,50
06690435,pigeon,2,5,38
06690435,mouse,3,0,69
06690435,mouse,3,1,70
06690435,mouse,3,2,38
06690435,mouse,3,3,90
06690435,mouse,3,4,74
06690435,mouse,3,5,50
41842622,mouse,3,0,70
41842622,mouse,3,1,60
41842622,mouse,3,2,60
41842622,mouse,3,3,40
41842622,mouse,3,4,40
41842622,mouse,3,5,70
41842622,pigeon,1,0,60
41842622,pigeon,1,1,70
41842622,pigeon,1,2,80
41842622,pigeon,1,3,65
41842622,pigeon,1,4,80
41842622,pigeon,1,5,90
41842622,rabbit,2,0,40
41842622,rabbit,2,1,85
41842622,rabbit,2,2,70
41842622,rabbit,2,3,80
41842622,rabbit,2,4,95
41842622,rabbit,2,5,90
57081642,mouse,3,0,21
57081642,mouse,3,1,16
57081642,mouse,3,2,21
57081642,mouse,3,3,23
57081642,mouse,3,4,17
57081642,mouse,3,5,14
57081642,pigeon,2,0,23
57081642,pigeon,2,1,15
57081642,pigeon,2,2,10
57081642,pigeon,2,3,12
57081642,pigeon,2,4,10
57081642,pigeon,2,5,13
57081642,rabbit,1,0,30
57081642,rabbit,1,1,41
57081642,rabbit,1,2,45
57081642,rabbit,1,3,43
57081642,rabbit,1,4,50
57081642,rabbit,1,5,60
01081189,rabbit,1,0,80
01081189,rabbit,1,1,90
01081189,rabbit,1,2,91
01081189,rabbit,1,3,96
01081189,rabbit,1,4,68
01081189,rabbit,1,5,85
01081189,pigeon,3,0,52
01081189,pigeon,3,1,82
01081189,pigeon,3,2,78
01081189,pigeon,3,3,21
01081189,pigeon,3,4,47
01081189,pigeon,3,5,44
01081189,mouse,2,0,25
01081189,mouse,2,1,26
01081189,mouse,2,2,100
01081189,mouse,2,3,59
01081189,mouse,2,4,67
01081189,mouse,2,5,59
39641910,rabbit,3,0,60
39641910,rabbit,3,1,55
39641910,rabbit,3,2,50
39641910,rabbit,3,3,55
39641910,rabbit,3,4,65
39641910,rabbit,3,5,60
39641910,pigeon,2,0,85
39641910,pigeon,2,1,87
39641910,pigeon,2,2,80
39641910,pigeon,2,3,78
39641910,pigeon,2,4,80
39641910,pigeon,2,5,75
39641910,mouse,1,0,85
39641910,mouse,1,1,88
39641910,mouse,1,2,87
39641910,mouse,1,3,88
39641910,mouse,1,4,89
39641910,mouse,1,5,89
43319376,pigeon,2,0,50
43319376,pigeon,2,1,45
43319376,pigeon,2,2,90
43319376,pigeon,2,3,45
43319376,pigeon,2,4,54
43319376,pigeon,2,5,41
43319376,rabbit,1,0,90
43319376,rabbit,1,1,20
43319376,rabbit,1,2,92
43319376,rabbit,1,3,93
43319376,rabbit,1,4,93
43319376,rabbit,1,5,94
43319376,mouse,3,0,1
43319376,mouse,3,1,66
43319376,mouse,3,2,42
43319376,mouse,3,3,50
43319376,mouse,3,4,9
43319376,mouse,3,5,0
98974877,pigeon,3,0,75
98974877,pigeon,3,1,90
98974877,pigeon,3,2,70
98974877,pigeon,3,3,65
98974877,pigeon,3,4,60
98974877,pigeon,3,5,60
98974877,mouse,1,0,70
98974877,mouse,1,1,55
98974877,mouse,1,2,95
98974877,mouse,1,3,40
98974877,mouse,1,4,48
98974877,mouse,1,5,60
98974877,rabbit,2,0,39
98974877,rabbit,2,1,10
98974877,rabbit,2,2,30
98974877,rabbit,2,3,35
98974877,rabbit,2,4,45
98974877,rabbit,2,5,80
95573518,pigeon,3,0,70
95573518,pigeon,3,1,75
95573518,pigeon,3,2,65
95573518,pigeon,3,3,80
95573518,pigeon,3,4,20
95573518,pigeon,3,5,60
95573518,mouse,1,0,40
95573518,mouse,1,1,60
95573518,mouse,1,2,50
95573518,mouse,1,3,65
95573518,mouse,1,4,60
95573518,mouse,1,5,95
95573518,rabbit,2,0,60
95573518,rabbit,2,1,40
95573518,rabbit,2,2,50
95573518,rabbit,2,3,40
95573518,rabbit,2,4,60
95573518,rabbit,2,5,80
37160734,mouse,1,0,25
37160734,mouse,1,1,35
37160734,mouse,1,2,35
37160734,mouse,1,3,40
37160734,mouse,1,4,35
37160734,mouse,1,5,40
37160734,rabbit,3,0,40
37160734,rabbit,3,1,60
37160734,rabbit,3,2,60
37160734,rabbit,3,3,70
37160734,rabbit,3,4,70
37160734,rabbit,3,5,80
37160734,pigeon,2,0,90
37160734,pigeon,2,1,80
37160734,pigeon,2,2,80
37160734,pigeon,2,3,65
37160734,pigeon,2,4,65
37160734,pigeon,2,5,60
00181051,rabbit,1,0,60
00181051,rabbit,1,1,70
00181051,rabbit,1,2,75
00181051,rabbit,1,3,80
00181051,rabbit,1,4,75
00181051,rabbit,1,5,80
00181051,pigeon,2,0,50
00181051,pigeon,2,1,70
00181051,pigeon,2,2,65
00181051,pigeon,2,3,65
00181051,pigeon,2,4,60
00181051,pigeon,2,5,60
00181051,mouse,3,0,40
00181051,mouse,3,1,45
00181051,mouse,3,2,45
00181051,mouse,3,3,45
00181051,mouse,3,4,50
00181051,mouse,3,5,45
62377316,mouse,3,0,20
62377316,mouse,3,1,25
62377316,mouse,3,2,31
62377316,mouse,3,3,10
62377316,mouse,3,4,60
62377316,mouse,3,5,55
62377316,rabbit,1,0,40
62377316,rabbit,1,1,90
62377316,rabbit,1,2,60
62377316,rabbit,1,3,70
62377316,rabbit,1,4,75
62377316,rabbit,1,5,70
62377316,pigeon,2,0,35
62377316,pigeon,2,1,30
62377316,pigeon,2,2,60
62377316,pigeon,2,3,40
62377316,pigeon,2,4,30
62377316,pigeon,2,5,45
52814828,mouse,2,0,10
52814828,mouse,2,1,15
52814828,mouse,2,2,13
52814828,mouse,2,3,19
52814828,mouse,2,4,6
52814828,mouse,2,5,49
52814828,pigeon,3,0,11
52814828,pigeon,3,1,52
52814828,pigeon,3,2,56
52814828,pigeon,3,3,25
52814828,pigeon,3,4,8
52814828,pigeon,3,5,9
52814828,rabbit,1,0,81
52814828,rabbit,1,1,95
52814828,rabbit,1,2,82
52814828,rabbit,1,3,17
52814828,rabbit,1,4,74
52814828,rabbit,1,5,71
11414699,rabbit,3,0,60
11414699,rabbit,3,1,65
11414699,rabbit,3,2,35
11414699,rabbit,3,3,40
11414699,rabbit,3,4,60
11414699,rabbit,3,5,60
11414699,mouse,1,0,65
11414699,mouse,1,1,70
11414699,mouse,1,2,85
11414699,mouse,1,3,85
11414699,mouse,1,4,80
11414699,mouse,1,5,100
11414699,pigeon,2,0,20
11414699,pigeon,2,1,25
11414699,pigeon,2,2,30
11414699,pigeon,2,3,70
11414699,pigeon,2,4,100
11414699,pigeon,2,5,85
50610795,rabbit,3,0,56
50610795,rabbit,3,1,51
50610795,rabbit,3,2,51
50610795,rabbit,3,3,47
50610795,rabbit,3,4,49
50610795,rabbit,3,5,47
50610795,pigeon,1,0,90
50610795,pigeon,1,1,90
50610795,pigeon,1,2,61
50610795,pigeon,1,3,54
50610795,pigeon,1,4,76
50610795,pigeon,1,5,80
50610795,mouse,2,0,91
50610795,mouse,2,1,52
50610795,mouse,2,2,46
50610795,mouse,2,3,66
50610795,mouse,2,4,45
50610795,mouse,2,5,54
00178152,rabbit,1,0,85
00178152,rabbit,1,1,65
00178152,rabbit,1,2,95
00178152,rabbit,1,3,80
00178152,rabbit,1,4,65
00178152,rabbit,1,5,95
00178152,pigeon,2,0,60
00178152,pigeon,2,1,70
00178152,pigeon,2,2,80
00178152,pigeon,2,3,90
00178152,pigeon,2,4,70
00178152,pigeon,2,5,65
00178152,mouse,3,0,55
00178152,mouse,3,1,55
00178152,mouse,3,2,50
00178152,mouse,3,3,60
00178152,mouse,3,4,60
00178152,mouse,3,5,70
60984671,pigeon,2,0,70
60984671,pigeon,2,1,25
60984671,pigeon,2,2,65
60984671,pigeon,2,3,25
60984671,pigeon,2,4,80
60984671,pigeon,2,5,80
60984671,rabbit,3,0,85
60984671,rabbit,3,1,90
60984671,rabbit,3,2,85
60984671,rabbit,3,3,40
60984671,rabbit,3,4,75
